,Seconds,Date_Time,CO2ppm,WVppt,RefBP,DegC1,DegC2,Volts_6,FRB_mlmin,FRC_mlmin,TC1,TC1.1,RH_pct,Light_Lux,BP_kPa,Act_1,Act_2,Act_3,Act_4,Act_5,Act_6,Act_7,Act_8,Act_9,Act_10,Act_11,Act_12,Act_13,Act_14,Act_15,Act_16,c_FRC_mlmin,c_CO2ppm,CO2_mlmin,FlyChamber1,FlyChamber2,FlyChamber3,FlyChamber4,FlyChamber5,FlyChamber6,FlyChamber7,FlyChamber8,FlyChamber9,FlyChamber10,FlyChamber11,FlyChamber12,FlyChamber13,FlyChamber14,FlyChamber15,FlyChamber16,CO2_mlminFly1,CO2_mlminFly2,CO2_mlminFly3,CO2_mlminFly4,CO2_mlminFly5,CO2_mlminFly6,CO2_mlminFly7,CO2_mlminFly8,CO2_mlminFly9,CO2_mlminFly10,CO2_mlminFly11,CO2_mlminFly12,CO2_mlminFly13,CO2_mlminFly14,CO2_mlminFly15,CO2_mlminFly16
1439,1438,61962.89,-7.3606,25.0343,95.5387,4.9549,6.3799,2.504,24.8,25.36,11,17.92,34.58,4.66,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.45317,3.15E-07,8.02E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02E-06,0,0,0,0,0
1440,1439,61962.89,-7.3509,25.0393,95.5363,4.9519,6.3844,2.5037,24.99,25.59,11,17.92,34.58,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.49233,3.09E-07,7.88E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88E-06,0,0,0,0,0
1441,1440,61962.89,-7.3225,25.0314,95.5348,4.9526,6.384,2.5039,25.1,25.59,11,17.92,34.58,4.68,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.54579,3.04E-07,7.78E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78E-06,0,0,0,0,0
1442,1441,61962.89,-7.3291,25.0435,95.5392,4.9534,6.3805,2.5042,25.08,25.6,11,17.92,34.58,4.73,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.56956,2.98E-07,7.62E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62E-06,0,0,0,0,0
1443,1442,61962.89,-7.3268,25.0408,95.5405,4.9567,6.3808,2.5036,25.04,25.61,11,17.91,34.58,4.66,100.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.59734,2.89E-07,7.39E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39E-06,0,0,0,0,0
1444,1443,61962.89,-7.32,25.027,95.5386,4.9502,6.3845,2.5037,25.02,25.63,11,17.91,34.58,4.83,100.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61385,2.85E-07,7.30E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.30E-06,0,0,0,0,0
1445,1444,61962.89,-7.32,25.0218,95.5402,4.9582,6.3814,2.503,25.06,25.65,11,17.91,34.58,4.66,100.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.63263,2.86E-07,7.33E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33E-06,0,0,0,0,0
1446,1445,61962.89,-7.3188,25.0287,95.5368,4.9607,6.3732,2.5031,25.05,25.57,11,17.91,34.58,5.08,100.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.63467,2.86E-07,7.33E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33E-06,0,0,0,0,0
1447,1446,61962.89,-7.3137,25.0299,95.5342,4.9629,6.3712,2.5039,25.05,25.61,11,17.91,34.58,4.66,100.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61981,2.89E-07,7.39E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39E-06,0,0,0,0,0
1448,1447,61962.89,-7.3066,25.0354,95.5382,4.9627,6.3685,2.5041,25.05,25.62,11,17.91,34.58,4.7,100.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.62428,2.90E-07,7.44E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44E-06,0,0,0,0,0
1449,1448,61962.89,-7.3009,25.036,95.5392,4.96,6.3736,2.5041,25.09,25.65,11,17.91,34.58,4.66,100.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.62542,2.92E-07,7.48E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48E-06,0,0,0,0,0
1450,1449,61962.89,-7.2941,25.0434,95.5385,4.967,6.3789,2.5044,25.08,25.61,11,17.91,34.58,5.07,100.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.62785,2.93E-07,7.52E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52E-06,0,0,0,0,0
1451,1450,61962.89,-7.2853,25.0394,95.5401,4.9718,6.3827,2.5035,25.04,25.65,11,17.91,34.58,4.66,100.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.62535,2.93E-07,7.52E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52E-06,0,0,0,0,0
1452,1451,61962.89,-7.2808,25.0327,95.5383,4.973,6.3785,2.5035,25.05,25.61,11,17.91,34.58,4.66,100.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,25.62676,2.94E-07,7.54E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54E-06,0,0,0,0,0
1453,1452,61962.89,-7.2808,25.0403,95.5368,4.9687,6.3827,2.506,25.05,25.63,11,17.91,34.58,4.85,100.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,25.63085,2.90E-07,7.43E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43E-06,0,0,0,0,0
1454,1453,61962.89,-7.2802,25.0355,95.5368,4.9657,6.3866,2.506,25.06,25.65,11,17.91,34.58,4.72,100.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,25.62126,2.86E-07,7.33E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33E-06,0,0,0,0,0
1455,1454,61962.89,-7.2843,25.0387,95.5398,4.9634,6.3898,2.504,24.97,25.61,11,17.91,34.58,4.66,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,0,25.6201,2.84E-07,7.28E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28E-06,0,0,0,0,0
1456,1455,61962.89,-7.283,25.0389,95.537,4.9619,6.3901,2.5038,24.97,25.62,11,17.91,34.56,4.66,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87,0,25.61539,2.82E-07,7.22E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22E-06,0,0,0,0,0
1457,1456,61962.89,-7.2816,25.0354,95.5378,4.9625,6.3904,2.5034,24.93,25.59,11,17.91,34.56,5.02,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0,25.61706,2.76E-07,7.06E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06E-06,0,0,0,0,0
1458,1457,61962.89,-7.28,25.0426,95.5372,4.955,6.3791,2.5027,25.01,25.63,11,17.89,34.56,4.72,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,25.6222,2.74E-07,7.02E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02E-06,0,0,0,0,0
1459,1458,61962.89,-7.2849,25.0381,95.5355,4.9531,6.3742,2.5012,25.05,25.61,11,17.89,34.55,5.04,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,25.62675,2.81E-07,7.19E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19E-06,0,0,0,0,0
1460,1459,61962.89,-7.2923,25.0262,95.5364,4.9539,6.3825,2.5026,25.05,25.61,11,17.89,34.55,4.72,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,25.62798,2.86E-07,7.34E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34E-06,0,0,0,0,0
1461,1460,61962.89,-7.2978,25.0256,95.5392,4.9583,6.3875,2.5043,25.04,25.67,11,17.89,34.54,5.05,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,25.63263,2.87E-07,7.35E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35E-06,0,0,0,0,0
1462,1461,61962.89,-7.2963,25.029,95.534,4.9582,6.3839,2.5029,25.01,25.62,11,17.89,34.54,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,25.64006,2.79E-07,7.15E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15E-06,0,0,0,0,0
1463,1462,61962.89,-7.2979,25.0342,95.5362,4.9685,6.3884,2.5041,24.96,25.67,11,17.89,34.54,4.7,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,25.64374,2.76E-07,7.07E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07E-06,0,0,0,0,0
1464,1463,61962.89,-7.2996,25.0235,95.5355,4.9657,6.3798,2.5045,25.04,25.67,11,17.89,34.54,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,25.64386,2.77E-07,7.11E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11E-06,0,0,0,0,0
1465,1464,61962.89,-7.31,25.0282,95.5356,4.9687,6.3796,2.5043,25.02,25.6,11,17.89,34.54,4.66,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,25.64124,2.71E-07,6.94E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94E-06,0,0,0,0,0
1466,1465,61962.89,-7.3156,25.0353,95.5387,4.97,6.3841,2.5037,25.03,25.64,11,17.89,34.54,4.72,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,25.63254,2.79E-07,7.15E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15E-06,0,0,0,0,0
1467,1466,61962.89,-7.3161,25.0367,95.5358,4.9651,6.388,2.5013,25.03,25.64,11,17.89,34.54,5.03,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,25.62377,3.01E-07,7.72E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.72E-06,0,0,0,0,0
1468,1467,61962.89,-7.3192,25.0229,95.5337,4.9607,6.3825,2.5017,25.02,25.62,11,17.89,34.54,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,25.61539,3.12E-07,8.00E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-06,0,0,0,0,0
1469,1468,61962.89,-7.323,25.0343,95.5351,4.9633,6.3911,2.5022,25.02,25.61,11,17.89,34.54,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,25.61556,3.17E-07,8.11E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11E-06,0,0,0,0,0
1470,1469,61962.89,-7.3243,25.0315,95.5364,4.9592,6.3793,2.5026,25,25.59,11,17.89,34.54,4.85,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,25.60594,3.16E-07,8.09E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.09E-06,0,0,0,0,0
1471,1470,61962.89,-7.3198,25.0177,95.5386,4.9577,6.3857,2.5036,25.05,25.61,11,17.89,34.54,4.72,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,25.60896,3.12E-07,7.99E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99E-06,0,0,0,0,0
1472,1471,61962.89,-7.3222,25.0283,95.5428,4.9587,6.3861,2.5037,25.05,25.57,11,17.89,34.54,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0,25.62077,3.14E-07,8.06E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06E-06,0,0,0,0,0
1473,1472,61962.89,-7.3188,25.0414,95.5402,4.9547,6.3822,2.5033,25.06,25.65,11,17.89,34.54,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,25.625,3.22E-07,8.26E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26E-06,0,0,0,0,0
1474,1473,61962.89,-7.3173,25.0193,95.5329,4.9561,6.3838,2.503,25.01,25.64,11,17.89,34.54,4.73,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,25.62571,3.19E-07,8.16E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.16E-06,0,0,0,0,0
1475,1474,61962.89,-7.3261,25.0303,95.5337,4.967,6.3755,2.5033,25.03,25.63,11,17.89,34.54,4.66,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,25.63038,3.04E-07,7.80E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.80E-06,0,0,0,0,0
1476,1475,61962.89,-7.3304,25.0282,95.534,4.964,6.3738,2.5035,25.03,25.61,11,17.89,34.54,5.01,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,25.62691,2.95E-07,7.55E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55E-06,0,0,0,0,0
1477,1476,61962.89,-7.3366,25.035,95.5337,4.9604,6.38,2.5014,25,25.68,11,17.89,34.54,4.66,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15,0,25.61939,2.95E-07,7.55E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55E-06,0,0,0,0,0
1478,1477,61962.89,-7.3334,25.0328,95.5393,4.9614,6.3818,2.5025,25.02,25.64,11,17.89,34.54,4.96,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.83,0,25.60621,2.95E-07,7.55E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55E-06,0,0,0,0,0
1479,1478,61962.89,-7.3338,25.0344,95.5401,4.9596,6.3828,2.5038,25.02,25.57,11,17.89,34.54,4.66,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66,0,25.59227,2.96E-07,7.56E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56E-06,0,0,0,0,0
1480,1479,61962.89,-7.3372,25.0324,95.536,4.9569,6.3832,2.503,25.02,25.54,11,17.89,34.54,5.08,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74,0,25.59526,3.12E-07,7.98E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98E-06,0,0,0,0,0
1481,1480,61962.89,-7.3365,25.0342,95.5367,4.9643,6.3911,2.5045,25.1,25.58,11,17.89,34.54,5.02,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,25.59118,3.27E-07,8.37E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37E-06,0,0,0,0,0
1482,1481,61962.89,-7.3358,25.0301,95.5382,4.9623,6.3883,2.5041,25.05,25.52,11,17.89,34.54,4.66,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,25.57528,3.24E-07,8.29E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.29E-06,0,0,0,0,0
1483,1482,61962.89,-7.3366,25.0362,95.5373,4.9593,6.3827,2.503,25.05,25.55,11,17.89,34.54,4.66,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,25.55036,3.14E-07,8.01E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01E-06,0,0,0,0,0
1484,1483,61962.89,-7.3387,25.0357,95.5364,4.9692,6.3808,2.5047,25.08,25.56,11,17.89,34.54,4.66,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,25.51556,3.03E-07,7.74E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74E-06,0,0,0,0,0
1485,1484,61962.89,-7.3313,25.0326,95.5376,4.9592,6.3814,2.504,25.02,25.58,11,17.89,34.54,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,25.47053,2.98E-07,7.59E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59E-06,0,0,0,0,0
1486,1485,61962.89,-7.3351,25.0328,95.5378,4.9647,6.3847,2.5028,25.05,25.61,11,17.89,34.54,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,25.42974,2.94E-07,7.49E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49E-06,0,0,0,0,0
1487,1486,61962.89,-7.3473,25.0367,95.5342,4.968,6.3883,2.5045,24.77,25.32,11,17.89,34.54,5.02,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,25.41941,2.95E-07,7.50E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.50E-06,0,0,0,0,0
1488,1487,61962.89,-7.3541,25.0331,95.5313,4.9678,6.3868,2.5042,24.74,25.32,11,17.89,34.54,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,25.42128,2.94E-07,7.47E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47E-06,0,0,0,0,0
1489,1488,61962.89,-7.3423,25.0375,95.5334,4.9634,6.3813,2.5048,24.71,25.33,11,17.89,34.54,4.83,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,25.44257,2.90E-07,7.37E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37E-06,0,0,0,0,0
1490,1489,61962.89,-7.3296,25.0346,95.5329,4.9569,6.3819,2.5048,24.72,25.34,11,17.89,34.54,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,25.46558,2.86E-07,7.30E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.30E-06,0,0,0,0,0
1491,1490,61962.89,-7.3283,25.0484,95.539,4.957,6.3813,2.5037,24.65,25.38,11,17.89,34.54,5.04,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,25.49368,2.87E-07,7.31E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31E-06,0,0,0,0,0
1492,1491,61962.89,-7.3227,25.0404,95.5377,4.957,6.3854,2.5039,25,25.65,11,17.89,34.54,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,25.53148,2.91E-07,7.43E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43E-06,0,0,0,0,0
1493,1492,61962.89,-7.2949,25.0104,95.5376,4.9601,6.3802,2.5039,25.18,25.83,11,17.89,34.54,4.72,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,25.58033,2.94E-07,7.53E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.53E-06,0,0,0,0,0
1494,1493,61962.89,-7.3107,25.0117,95.5368,4.9572,6.3773,2.5031,25.1,25.69,11,17.89,34.54,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,25.63844,2.96E-07,7.59E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59E-06,0,0,0,0,0
1495,1494,61962.89,-7.3262,25.0238,95.5344,4.9549,6.3851,2.5033,25.01,25.67,11,17.89,34.54,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,25.66956,2.95E-07,7.58E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58E-06,0,0,0,0,0
1496,1495,61962.89,-7.3326,25.0388,95.5362,4.9492,6.3804,2.5031,25.06,25.62,11,17.89,34.54,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,25.68409,2.95E-07,7.59E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59E-06,0,0,0,0,0
1497,1496,61962.89,-7.3328,25.0383,95.5338,4.9492,6.3774,2.503,25.13,25.61,11,17.89,34.54,4.75,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,25.68086,2.95E-07,7.58E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58E-06,0,0,0,0,0
1498,1497,61962.89,-7.3264,25.0421,95.5373,4.9534,6.3787,2.5036,25.09,25.65,11,17.89,34.54,5.04,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,25.66351,2.98E-07,7.64E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64E-06,0,0,0,0,0
1499,1498,61962.89,-7.3214,25.0354,95.5386,4.9545,6.3789,2.5043,24.99,25.64,11,17.89,34.54,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,25.62564,2.98E-07,7.63E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63E-06,0,0,0,0,0
1500,1499,61962.89,-7.32,25.0365,95.5362,4.9545,6.384,2.504,24.97,25.62,11,17.89,34.54,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60646,2.94E-07,7.53E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.53E-06,0,0,0,0,0
1501,1500,61962.89,-7.3243,25.0469,95.5338,4.9535,6.3856,2.5024,25.01,25.64,11,17.89,34.54,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61344,3.02E-07,7.73E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73E-06,0,0,0,0,0
1502,1501,61962.89,-7.321,25.0341,95.5363,4.955,6.3809,2.5043,24.99,25.59,11,17.89,34.54,5.02,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61582,3.06E-07,7.83E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83E-06,0,0,0,0,0
1503,1502,61962.89,-7.321,25.0297,95.5349,4.9592,6.3823,2.5032,25,25.6,11,17.89,34.54,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61614,3.02E-07,7.74E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74E-06,0,0,0,0,0
1504,1503,61962.89,-7.3174,25.038,95.535,4.9497,6.3876,2.5025,25,25.62,11,17.89,34.54,5.08,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61301,3.05E-07,7.81E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.81E-06,0,0,0,0,0
1505,1504,61962.89,-7.3168,25.0318,95.5372,4.9541,6.3806,2.5039,25.02,25.58,11,17.89,34.54,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60746,3.09E-07,7.91E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.91E-06,0,0,0,0,0
1506,1505,61962.89,-7.3155,25.0299,95.5358,4.9557,6.3779,2.5038,25,25.63,11,17.89,34.54,4.7,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60449,3.13E-07,8.03E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03E-06,0,0,0,0,0
1507,1506,61962.89,-7.3263,25.0183,95.5371,4.9469,6.3777,2.5021,24.99,25.63,11,17.89,34.54,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60727,3.13E-07,8.02E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02E-06,0,0,0,0,0
1508,1507,61962.89,-7.3251,25.0247,95.5382,4.9554,6.3839,2.503,25.02,25.61,11,17.88,34.54,4.96,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60553,3.17E-07,8.11E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11E-06,0,0,0,0,0
1509,1508,61962.89,-7.3325,25.0296,95.5346,4.9538,6.3866,2.5036,25,25.58,11,17.88,34.54,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60327,3.20E-07,8.21E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21E-06,0,0,0,0,0
