,Seconds,Date_Time,CO2ppm,WVppt,RefBP,DegC1,DegC2,Volts_6,FRB_mlmin,FRC_mlmin,TC1,TC1.1,RH_pct,Light_Lux,BP_kPa,Act_1,Act_2,Act_3,Act_4,Act_5,Act_6,Act_7,Act_8,Act_9,Act_10,Act_11,Act_12,Act_13,Act_14,Act_15,Act_16,c_FRC_mlmin,c_CO2ppm,CO2_mlmin,FlyChamber1,FlyChamber2,FlyChamber3,FlyChamber4,FlyChamber5,FlyChamber6,FlyChamber7,FlyChamber8,FlyChamber9,FlyChamber10,FlyChamber11,FlyChamber12,FlyChamber13,FlyChamber14,FlyChamber15,FlyChamber16,CO2_mlminFly1,CO2_mlminFly2,CO2_mlminFly3,CO2_mlminFly4,CO2_mlminFly5,CO2_mlminFly6,CO2_mlminFly7,CO2_mlminFly8,CO2_mlminFly9,CO2_mlminFly10,CO2_mlminFly11,CO2_mlminFly12,CO2_mlminFly13,CO2_mlminFly14,CO2_mlminFly15,CO2_mlminFly16
1856,1855,61962.9,-7.4277,25.0411,95.5318,4.9456,6.3627,2.5043,25.01,25.94,14,17.82,34.59,5.03,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.92214,3.05E-07,7.90E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.90E-06,0,0
1857,1856,61962.9,-7.4366,25.0426,95.5321,4.9436,6.3622,2.5049,25,25.86,14,17.82,34.59,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.91951,3.13E-07,8.10E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.10E-06,0,0
1858,1857,61962.9,-7.4329,25.0342,95.5337,4.946,6.3619,2.5055,24.95,25.84,14,17.82,34.59,4.95,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.91068,3.08E-07,7.97E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97E-06,0,0
1859,1858,61962.9,-7.4314,25.0251,95.5328,4.9366,6.3561,2.5053,24.94,25.85,14,17.82,34.59,4.72,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.89548,3.02E-07,7.82E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82E-06,0,0
1860,1859,61962.9,-7.4335,25.0344,95.5292,4.9477,6.3588,2.5044,24.96,25.8,14,17.82,34.59,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88134,2.98E-07,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.72E-06,0,0
1861,1860,61962.9,-7.4156,25.0243,95.5322,4.9485,6.3626,2.5036,25.1,25.95,14,17.82,34.6,4.72,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84404,2.90E-07,7.50E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.50E-06,0,0
1862,1861,61962.9,-7.4146,25.0321,95.5298,4.9466,6.3677,2.5031,25.04,25.93,14,17.82,34.6,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.85475,2.88E-07,7.44E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44E-06,0,0
1863,1862,61962.9,-7.4354,25.0324,95.5261,4.9528,6.3623,2.504,24.97,25.86,14,17.82,34.6,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,25.87045,2.85E-07,7.39E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39E-06,0,0
1864,1863,61962.9,-7.4296,25.0402,95.527,4.9553,6.3638,2.5022,24.95,25.85,14,17.82,34.6,4.72,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,25.89017,2.89E-07,7.49E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49E-06,0,0
1865,1864,61962.9,-7.4227,25.0398,95.5307,4.9442,6.371,2.5,24.98,25.89,14,17.82,34.6,4.96,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,25.9016,2.97E-07,7.69E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69E-06,0,0
1866,1865,61962.9,-7.423,25.0255,95.5325,4.9496,6.3649,2.5025,24.96,25.85,14,17.82,34.6,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,25.90491,2.94E-07,7.62E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62E-06,0,0
1867,1866,61962.9,-7.4275,25.0339,95.5339,4.9569,6.3701,2.5032,24.96,25.85,14,17.82,34.6,5.08,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44,0,25.90823,2.84E-07,7.35E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35E-06,0,0
1868,1867,61962.9,-7.4236,25.0306,95.5335,4.9592,6.3634,2.5041,25.14,26.03,14,17.82,34.6,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0,25.89573,2.83E-07,7.34E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34E-06,0,0
1869,1868,61962.9,-7.4255,25.0452,95.5337,4.9596,6.3733,2.5023,25.06,25.93,14,17.82,34.6,4.95,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,25.88251,2.92E-07,7.55E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55E-06,0,0
1870,1869,61962.9,-7.4372,25.0397,95.5318,4.9616,6.37,2.5027,25.01,25.92,14,17.82,34.6,5.04,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38,0,25.88322,2.95E-07,7.64E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64E-06,0,0
1871,1870,61962.9,-7.4381,25.035,95.5306,4.9607,6.3669,2.5021,24.96,25.86,14,17.82,34.6,5.07,100.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,25.89562,2.98E-07,7.71E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71E-06,0,0
1872,1871,61962.9,-7.4456,25.0329,95.5295,4.9595,6.3596,2.5031,24.97,25.85,14,17.82,34.6,4.66,100.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,25.90342,2.89E-07,7.50E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.50E-06,0,0
1873,1872,61962.9,-7.4471,25.042,95.5319,4.9626,6.3635,2.5033,24.98,25.87,14,17.82,34.6,4.66,100.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,0,25.91727,2.99E-07,7.75E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75E-06,0,0
1874,1873,61962.9,-7.4451,25.0281,95.5329,4.9708,6.3571,2.5031,24.92,25.83,14,17.82,34.6,4.66,100.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0,25.91673,3.10E-07,8.04E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04E-06,0,0
1875,1874,61962.9,-7.434,25.039,95.5327,4.9617,6.3598,2.5037,24.95,25.87,14,17.82,34.6,4.72,100.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,25.91273,3.06E-07,7.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.93E-06,0,0
1876,1875,61962.9,-7.4304,25.0313,95.532,4.9551,6.3621,2.5037,25.09,26.07,14,17.82,34.62,4.92,100.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,25.91062,3.11E-07,8.06E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06E-06,0,0
1877,1876,61962.9,-7.4205,25.0324,95.5326,4.9545,6.3629,2.5037,25.04,26.05,14,17.82,34.62,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,25.91852,3.14E-07,8.14E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14E-06,0,0
1878,1877,61962.9,-7.4299,25.027,95.5344,4.9549,6.3623,2.5029,24.99,25.91,14,17.82,34.62,5.02,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,25.92179,3.13E-07,8.12E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.12E-06,0,0
1879,1878,61962.9,-7.4409,25.0425,95.5317,4.9457,6.3736,2.503,24.99,25.91,14,17.82,34.62,4.72,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,25.93843,3.09E-07,8.02E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02E-06,0,0
1880,1879,61962.9,-7.4428,25.0389,95.5345,4.9442,6.3748,2.5033,25,25.84,14,17.8,34.62,4.83,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,25.94458,3.03E-07,7.85E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85E-06,0,0
1881,1880,61962.9,-7.4397,25.0205,95.5317,4.9424,6.3644,2.5032,24.98,25.88,14,17.8,34.62,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,25.94329,2.96E-07,7.69E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69E-06,0,0
1882,1881,61962.9,-7.4402,25.0268,95.5325,4.9475,6.3596,2.5036,24.92,25.84,14,17.8,34.62,4.92,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,25.9282,2.88E-07,7.46E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46E-06,0,0
1883,1882,61962.9,-7.4306,25.0256,95.5301,4.9444,6.3589,2.5028,25.02,26.04,14,17.8,34.63,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,25.90948,2.86E-07,7.41E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41E-06,0,0
1884,1883,61962.9,-7.4372,25.0283,95.531,4.943,6.3636,2.5036,24.95,25.94,14,17.8,34.63,5.07,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,25.90992,2.83E-07,7.33E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33E-06,0,0
1885,1884,61962.9,-7.4486,25.0208,95.5301,4.9458,6.3641,2.5034,25.14,26.03,15,17.8,34.62,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.90522,2.72E-07,7.05E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05E-06,0
1886,1885,61962.9,-7.4349,25.0306,95.5309,4.949,6.3649,2.5012,25.04,25.83,15,17.8,34.62,4.68,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88071,2.67E-07,6.92E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92E-06,0
1887,1886,61962.9,-7.4465,25.0257,95.526,4.9425,6.3679,2.5025,25.06,25.82,15,17.8,34.62,4.66,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84366,2.78E-07,7.18E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18E-06,0
1888,1887,61962.9,-7.4458,25.0369,95.5309,4.9415,6.3647,2.503,25.03,25.81,15,17.8,34.62,4.72,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.81195,2.85E-07,7.35E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35E-06,0
1889,1888,61962.9,-7.4497,25.0387,95.5277,4.9376,6.3703,2.5038,24.98,25.79,15,17.8,34.62,4.85,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78591,2.85E-07,7.34E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34E-06,0
1890,1889,61962.9,-7.4491,25.0282,95.5298,4.929,6.3669,2.5053,24.99,25.73,15,17.82,34.62,4.66,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.75198,3.03E-07,7.81E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.81E-06,0
1891,1890,61962.9,-7.4435,25.0327,95.5274,4.9316,6.368,2.5048,24.97,25.66,15,17.82,34.62,5.02,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.73946,3.28E-07,8.44E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44E-06,0
1892,1891,61962.9,-7.4449,25.035,95.5272,4.9412,6.3688,2.5043,24.92,25.68,15,17.82,34.62,4.68,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.70748,3.42E-07,8.80E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.80E-06,0
1893,1892,61962.9,-7.4464,25.0336,95.5291,4.9402,6.3692,2.5046,24.91,25.72,15,17.82,34.62,4.68,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.71273,3.57E-07,9.17E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17E-06,0
1894,1893,61962.9,-7.4484,25.0381,95.5303,4.9483,6.3619,2.5046,25.13,25.86,15,17.82,34.62,4.66,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.71822,3.72E-07,9.57E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.57E-06,0
1895,1894,61962.9,-7.4312,25.0363,95.5309,4.9472,6.3576,2.5037,25.04,25.75,15,17.82,34.62,5.04,100.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.71702,3.87E-07,9.95E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95E-06,0
1896,1895,61962.9,-7.4456,25.0427,95.533,4.9385,6.3686,2.5033,25,25.69,15,17.82,34.6,4.85,100.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.73125,3.90E-07,1.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,0
1897,1896,61962.9,-7.4471,25.0392,95.5344,4.9466,6.3703,2.5035,24.95,25.67,15,17.82,34.6,4.92,100.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.75699,4.03E-07,1.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04E-05,0
1898,1897,61962.9,-7.4454,25.0389,95.5329,4.9545,6.3667,2.5031,24.92,25.67,15,17.82,34.6,4.66,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78167,4.21E-07,1.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09E-05,0
1899,1898,61962.9,-7.4333,25.0358,95.5319,4.942,6.3585,2.5041,25.09,25.9,15,17.82,34.6,4.75,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.79678,4.28E-07,1.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10E-05,0
1900,1899,61962.9,-7.4279,25.0353,95.5311,4.9396,6.3592,2.5036,24.97,25.83,15,17.82,34.6,4.66,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.80595,4.33E-07,1.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E-05,0
1901,1900,61962.9,-7.4396,25.0216,95.5332,4.9384,6.3606,2.5028,24.97,25.76,15,17.82,34.6,4.7,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.81182,4.41E-07,1.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14E-05,0
1902,1901,61962.9,-7.4367,25.0193,95.5277,4.9296,6.3643,2.5032,25.11,25.91,15,17.82,34.59,4.83,100.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.81041,4.34E-07,1.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E-05,0
1903,1902,61962.9,-7.4333,25.0265,95.5301,4.932,6.3597,2.5023,25.03,25.87,15,17.82,34.6,4.92,100.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.81395,4.26E-07,1.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10E-05,0
1904,1903,61962.9,-7.4489,25.0252,95.5293,4.9366,6.3581,2.5037,24.98,25.81,15,17.82,34.6,4.85,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.80919,4.41E-07,1.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14E-05,0
1905,1904,61962.9,-7.4523,25.0327,95.5325,4.9387,6.36,2.5039,24.99,25.77,15,17.82,34.6,4.66,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.79772,4.49E-07,1.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16E-05,0
1906,1905,61962.9,-7.4578,25.0316,95.5262,4.9347,6.3656,2.5011,25.01,25.73,15,17.82,34.59,4.66,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.77297,4.41E-07,1.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14E-05,0
1907,1906,61962.9,-7.4526,25.0317,95.5266,4.9353,6.3632,2.5034,24.97,25.7,15,17.82,34.59,4.66,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.76771,4.40E-07,1.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E-05,0
1908,1907,61962.9,-7.4606,25.0256,95.5236,4.9358,6.3637,2.5044,24.96,25.66,15,17.82,34.59,5.02,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.75976,4.39E-07,1.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E-05,0
1909,1908,61962.9,-7.4613,25.0316,95.5247,4.9369,6.3792,2.5039,25.15,25.88,15,17.82,34.59,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.72667,4.32E-07,1.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E-05,0
1910,1909,61962.9,-7.4412,25.0211,95.53,4.941,6.3677,2.5037,25.06,25.78,15,17.82,34.59,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.72759,4.20E-07,1.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08E-05,0
1911,1910,61962.9,-7.4544,25.0225,95.5332,4.9427,6.3628,2.5038,25.04,25.76,15,17.82,34.59,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.74109,4.11E-07,1.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06E-05,0
1912,1911,61962.9,-7.4557,25.0319,95.5312,4.9362,6.3683,2.5031,24.97,25.71,15,17.82,34.59,4.66,100.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.75447,4.11E-07,1.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06E-05,0
1913,1912,61962.9,-7.4418,25.0295,95.5287,4.9336,6.3699,2.5046,24.93,25.72,15,17.82,34.59,4.66,100.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.76581,4.09E-07,1.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05E-05,0
1914,1913,61962.9,-7.432,25.0378,95.529,4.9356,6.3724,2.5043,24.95,25.72,15,17.82,34.59,5.03,100.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.77581,4.01E-07,1.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03E-05,0
1915,1914,61962.9,-7.4253,25.035,95.5306,4.9399,6.3662,2.5034,24.92,25.69,15,17.82,34.59,4.66,100.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.77226,3.98E-07,1.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03E-05,0
1916,1915,61962.9,-7.4151,25.034,95.53,4.94,6.3617,2.5027,25.14,25.9,15,17.82,34.59,4.66,100.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.75367,3.91E-07,1.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01E-05,0
1917,1916,61962.9,-7.3854,25.0352,95.5322,4.9422,6.3585,2.5032,25.07,25.82,15,17.82,34.59,4.66,100.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.73798,3.81E-07,9.81E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81E-06,0
1918,1917,61962.9,-7.3875,25.0567,95.5285,4.9416,6.3643,2.504,25.04,25.75,15,17.82,34.59,4.68,100.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.72998,3.77E-07,9.70E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.70E-06,0
1919,1918,61962.9,-7.3808,25.0467,95.5294,4.9428,6.3538,2.5042,24.99,25.73,15,17.82,34.59,4.72,100.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.72818,3.63E-07,9.33E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33E-06,0
1920,1919,61962.9,-7.3781,25.0391,95.5326,4.9429,6.3608,2.5044,25,25.71,15,17.82,34.59,4.66,100.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,25.72756,3.46E-07,8.90E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.90E-06,0
1921,1920,61962.9,-7.3667,25.0343,95.5296,4.9363,6.3577,2.5037,24.92,25.63,15,17.82,34.59,4.66,100.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,25.73077,3.45E-07,8.88E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.88E-06,0
1922,1921,61962.9,-7.3635,25.0291,95.5298,4.9461,6.3645,2.5037,24.96,25.64,15,17.82,34.59,4.66,100.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,25.72787,3.45E-07,8.88E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.88E-06,0
1923,1922,61962.9,-7.3534,25.0288,95.5304,4.9563,6.3673,2.5036,24.98,25.64,15,17.82,34.59,5.02,100.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,25.7067,3.33E-07,8.56E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56E-06,0
1924,1923,61962.9,-7.3397,25.0292,95.531,4.9517,6.3644,2.5035,25.17,25.86,15,17.82,34.59,4.66,100.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,25.71697,3.23E-07,8.31E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31E-06,0
1925,1924,61962.9,-7.3244,25.0329,95.527,4.9461,6.365,2.5035,25.03,25.81,15,17.82,34.59,5.07,100.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,25.73002,3.15E-07,8.10E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.10E-06,0
1926,1925,61962.9,-7.3305,25.0397,95.5276,4.9431,6.3618,2.5038,24.98,25.79,15,17.82,34.59,4.66,100.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,25.72643,3.11E-07,7.99E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99E-06,0
