"","X","Seconds","Date_Time","CO2ppm","WVppt","RefBP","DegC1","DegC2","Volts_6","FRB_mlmin","FRC_mlmin","TC1","TC1","RH_pct","Light_Lux","BP_kPa","Act_1","Act_2","Act_3","Act_4","Act_5","Act_6","Act_7","Act_8","Act_9","Act_10","Act_11","Act_12","Act_13","Act_14","Act_15","Act_16","c_FRC_mlmin","c_CO2ppm","CO2_mlmin","FlyChamber1","FlyChamber2","FlyChamber3","FlyChamber4","FlyChamber5","FlyChamber6","FlyChamber7","FlyChamber8","FlyChamber9","FlyChamber10","FlyChamber11","FlyChamber12","FlyChamber13","FlyChamber14","FlyChamber15","FlyChamber16","CO2_mlminFly1","CO2_mlminFly2","CO2_mlminFly3","CO2_mlminFly4","CO2_mlminFly5","CO2_mlminFly6","CO2_mlminFly7","CO2_mlminFly8","CO2_mlminFly9","CO2_mlminFly10","CO2_mlminFly11","CO2_mlminFly12","CO2_mlminFly13","CO2_mlminFly14","CO2_mlminFly15","CO2_mlminFly16"
"1656",1656,1655,61962.14,2.0639,25.0339,94.9727,3.8188,5.2119,2.5015,25.03,26.87,9,17.07,20.37,4.34,100.073,0,0,0,0,0,0,0,0,0,1.15,0,0.2,0,0,0,0.03,26.8748,2.135642e-06,5.739493e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.739493e-05,0,0,0,0,0,0,0
"1657",1657,1656,61962.14,2.0628,25.0346,94.971,3.813,5.2144,2.5017,24.96,26.9,9,17.07,20.37,4.44,100.072,0,0,0,0,0,0,0,0,0,0.64,0,0.11,0,0,0,0.02,26.84138,2.136547e-06,5.734785e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.734785e-05,0,0,0,0,0,0,0
"1658",1658,1657,61962.14,2.0665,25.0378,94.9711,3.8015,5.2114,2.5026,24.96,26.79,9,17.07,20.37,4.68,100.072,0,0,0,0,0,0,0,0,0,0.36,0,0.06,0,0,0,0.01,26.80749,2.138664e-06,5.733222e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.733222e-05,0,0,0,0,0,0,0
"1659",1659,1658,61962.14,2.0632,25.0291,94.9734,3.8107,5.2081,2.5031,25.01,26.82,9,17.07,20.37,4.34,100.072,0,0,0,0,0,0,0,0,0,0.2,0,0.04,0,0,0,0,26.74187,2.133247e-06,5.704702e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.704702e-05,0,0,0,0,0,0,0
"1660",1660,1659,61962.14,2.0593,25.0351,94.9724,3.8113,5.2124,2.5043,25.07,26.84,9,17.07,20.37,4.34,100.073,0,0,0,0,0,0,0,0,0,0.11,0,0.02,0,0,0,0,26.65036,2.124561e-06,5.662032e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.662032e-05,0,0,0,0,0,0,0
"1661",1661,1660,61962.14,2.0574,25.0433,94.9743,3.8018,5.2071,2.5035,24.9,26.6,10,17.08,20.37,4.34,100.073,0,0,0,0,0,0,0,0,0,0.06,0,0.01,0,0,0,0,26.56488,2.122296e-06,5.637853e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.637853e-05,0,0,0,0,0,0
"1662",1662,1661,61962.14,2.0589,25.0452,94.9673,3.8042,5.2078,2.501,24.92,26.25,10,17.08,20.37,4.34,100.073,0,0,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0,0,26.46604,2.110759e-06,5.586343e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.586343e-05,0,0,0,0,0,0
"1663",1663,1662,61962.14,2.0552,25.0433,94.9724,3.8067,5.2117,2.5024,25.09,26.36,10,17.08,20.39,4.34,100.073,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,26.37114,2.110304e-06,5.565113e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.565113e-05,0,0,0,0,0,0
"1664",1664,1663,61962.14,2.0671,25.0266,94.9722,3.8059,5.2169,2.5024,25.09,26.27,10,17.08,20.39,4.34,100.073,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,26.27299,2.113796e-06,5.553574e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.553574e-05,0,0,0,0,0,0
"1665",1665,1664,61962.14,2.0602,25.0449,94.9734,3.8187,5.2167,2.5029,24.83,26.01,10,17.08,20.39,4.34,100.073,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,26.2011,2.11386e-06,5.538544e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.538544e-05,0,0,0,0,0,0
"1666",1666,1665,61962.14,2.055,25.0357,94.9737,3.8128,5.2185,2.5041,25.1,26.27,10,17.08,20.39,4.62,100.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.13158,2.112215e-06,5.519554e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.519554e-05,0,0,0,0,0,0
"1667",1667,1666,61962.14,2.0654,25.031,94.9761,3.8084,5.208,2.5036,25.06,26.2,10,17.08,20.39,4.34,100.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.10727,2.114873e-06,5.521355e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.521355e-05,0,0,0,0,0,0
"1668",1668,1667,61962.14,2.0612,25.0255,94.9736,3.8078,5.2044,2.5035,24.87,26.04,10,17.08,20.39,4.51,100.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.08912,2.126912e-06,5.548928e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.548928e-05,0,0,0,0,0,0
"1669",1669,1668,61962.14,2.0561,25.028,94.9744,3.8056,5.2086,2.5024,24.93,26.08,10,17.08,20.39,4.34,100.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.10012,2.129883e-06,5.559021e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.559021e-05,0,0,0,0,0,0
"1670",1670,1669,61962.14,2.0589,25.0257,94.9702,3.802,5.2115,2.5034,24.93,26.03,10,17.08,20.39,4.34,100.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.07187,2.133507e-06,5.562452e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.562452e-05,0,0,0,0,0,0
"1671",1671,1670,61962.14,2.0644,25.0244,94.9726,3.798,5.2125,2.5035,25.01,26.14,10,17.08,20.39,4.37,100.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.09225,2.133032e-06,5.565562e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.565562e-05,0,0,0,0,0,0
"1672",1672,1671,61962.14,2.0619,25.0365,94.9738,3.8041,5.2127,2.503,24.97,26.08,10,17.08,20.39,4.34,100.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.10596,2.122776e-06,5.54171e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54171e-05,0,0,0,0,0,0
"1673",1673,1672,61962.14,2.0745,25.0289,94.9751,3.8071,5.2132,2.5017,25.04,26.16,10,17.08,20.39,4.34,100.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0815,2.109565e-06,5.502061e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.502061e-05,0,0,0,0,0,0
"1674",1674,1673,61962.14,2.0667,25.0302,94.9707,3.8089,5.2086,2.5026,24.89,25.96,10,17.08,20.39,4.34,100.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.10056,2.08905e-06,5.452536e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.452536e-05,0,0,0,0,0,0
"1675",1675,1674,61962.14,2.065,25.0297,94.9732,3.8108,5.2067,2.5038,25.06,26.24,10,17.08,20.39,4.34,100.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,26.1172,2.073676e-06,5.415859e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.415859e-05,0,0,0,0,0,0
"1676",1676,1675,61962.14,2.0824,25.0345,94.9711,3.8129,5.2111,2.5048,24.86,26.05,10,17.08,20.39,4.39,100.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,26.12168,2.051368e-06,5.358517e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.358517e-05,0,0,0,0,0,0
"1677",1677,1676,61962.14,2.0781,25.031,94.973,3.8216,5.2101,2.5035,25.09,26.27,10,17.08,20.39,4.5,100.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,26.12807,2.034192e-06,5.314952e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.314952e-05,0,0,0,0,0,0
"1678",1678,1677,61962.14,2.0756,25.0329,94.9729,3.8201,5.2149,2.5034,24.93,26.02,10,17.08,20.39,4.34,100.07,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0.2,26.12355,2.024558e-06,5.288864e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.288864e-05,0,0,0,0,0,0
"1679",1679,1678,61962.14,2.058,25.0489,94.9719,3.8201,5.2129,2.503,25.02,26.07,10,17.08,20.39,4.34,100.069,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,3.49,26.12873,2.010905e-06,5.25424e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25424e-05,0,0,0,0,0,0
"1680",1680,1679,61962.14,2.0779,25.0372,94.9717,3.8123,5.2121,2.5027,25.1,26.22,10,17.08,20.39,4.51,100.068,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0,1.96,26.13047,2.002966e-06,5.233844e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.233844e-05,0,0,0,0,0,0
"1681",1681,1680,61962.14,2.0747,25.0356,94.971,3.8178,5.2121,2.5053,24.96,26.1,10,17.08,20.41,4.59,100.068,0,0,0,0,0,0,5.91,0,0,0,0,0,0,0,0,3.92,26.13774,1.995444e-06,5.215638e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.215638e-05,0,0,0,0,0,0
"1682",1682,1681,61962.14,2.0663,25.0417,94.9726,3.8175,5.2086,2.5042,24.99,26.14,10,17.08,20.41,4.37,100.067,0,0,0,0,0,0,3.32,0,0,0,0,0,0,0,0,2.2,26.12195,1.993784e-06,5.208153e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.208153e-05,0,0,0,0,0,0
"1683",1683,1682,61962.14,2.081,25.0517,94.9724,3.8096,5.2119,2.5039,24.93,26.12,10,17.08,20.41,4.73,100.067,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,1.24,26.1253,1.98377e-06,5.18266e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18266e-05,0,0,0,0,0,0
"1684",1684,1683,61962.14,2.0669,25.0466,94.9708,3.8147,5.2076,2.5037,24.95,26.11,10,17.08,20.41,4.34,100.067,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0.7,26.10901,1.961367e-06,5.120935e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.120935e-05,0,0,0,0,0,0
"1685",1685,1684,61962.14,2.0665,25.0378,94.9699,3.8145,5.2173,2.5026,24.97,26.13,10,17.08,20.41,4.65,100.067,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0.39,26.12514,1.954622e-06,5.106478e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.106478e-05,0,0,0,0,0,0
"1686",1686,1685,61962.14,2.0494,25.0385,94.9673,3.8197,5.2116,2.5037,24.96,26.13,10,17.08,20.41,4.34,100.067,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0.22,26.11627,1.941513e-06,5.070507e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.070507e-05,0,0,0,0,0,0
"1687",1687,1686,61962.14,2.0596,25.0148,94.9686,3.8098,5.2088,2.5029,24.99,26.09,10,17.08,20.41,4.41,100.067,0,0,0,0,0,0,16.88,0,0,0,0,0,0,0,0,0.12,26.09102,1.924305e-06,5.020709e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.020709e-05,0,0,0,0,0,0
"1688",1688,1687,61962.14,2.058,25.0344,94.9726,3.8106,5.213,2.5022,25,26.1,10,17.08,20.41,4.36,100.067,0,0,0,0,0,0,20.62,0,0,0,0,0,0,0,0,0.07,26.11228,1.907903e-06,4.98197e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98197e-05,0,0,0,0,0,0
"1689",1689,1688,61962.14,2.0611,25.0335,94.9716,3.8122,5.2146,2.5035,24.94,26.06,10,17.08,20.41,4.62,100.067,0,0,0,0,0,0,17.04,0,0,0,0,1.5,0,0,0,0.04,26.10486,1.896109e-06,4.949766e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.949766e-05,0,0,0,0,0,0
"1690",1690,1689,61962.14,2.0598,25.033,94.9757,3.8188,5.2219,2.5036,24.98,26.12,10,17.08,20.41,4.34,100.067,0,0,0,0,0,0,19.33,0,0,0,0,0.84,0,0,0,0.02,26.10235,1.886203e-06,4.923433e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.923433e-05,0,0,0,0,0,0
"1691",1691,1690,61962.14,2.0663,25.037,94.9719,3.8227,5.2171,2.5044,24.99,26.15,10,17.08,20.4,4.34,100.067,0,0,0,0,0,0,12.37,0,0,0,0,0.47,0,0,0,0.01,26.10861,1.877747e-06,4.902534e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.902534e-05,0,0,0,0,0,0
"1692",1692,1691,61962.14,2.0698,25.0388,94.9683,3.8171,5.2106,2.5015,25,26.08,10,17.08,20.4,4.68,100.067,0,0,0,0,0,0,6.96,0,0,0,0,0.27,0,0,0,0.01,26.11416,1.87279e-06,4.890635e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.890635e-05,0,0,0,0,0,0
"1693",1693,1692,61962.14,2.0744,25.0484,94.9693,3.8139,5.2156,2.5027,24.96,26.07,10,17.08,20.4,4.39,100.067,0,0,0,0,0,0,3.92,0,0,0,0,1.28,0,0,0,0,26.12353,1.864439e-06,4.870573e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.870573e-05,0,0,0,0,0,0
"1694",1694,1693,61962.14,2.0608,25.0409,94.969,3.8078,5.2116,2.5037,25.12,26.27,10,17.08,20.4,4.69,100.066,0,0,0,0,0,0,2.2,0,0,0,0,0.54,0,0,0,1.69,26.12292,1.85549e-06,4.847082e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.847082e-05,0,0,0,0,0,0
"1695",1695,1694,61962.14,2.0631,25.0394,94.9704,3.8003,5.2058,2.5051,24.86,25.99,10,17.08,20.4,4.34,100.066,0,0,0,0,0,0,13.8,0,0,0,0,0.4,0,0,0,0.95,26.12006,1.858208e-06,4.853651e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.853651e-05,0,0,0,0,0,0
"1696",1696,1695,61962.14,2.0459,25.0387,94.9719,3.8091,5.2099,2.5044,24.92,26.15,10,17.08,20.4,4.7,100.066,0,0,0,0,0,0,9.45,0,0,0,0,0.23,0,0,0,0.53,26.11759,1.876359e-06,4.900598e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.900598e-05,0,0,0,0,0,0
"1697",1697,1696,61962.14,2.0338,25.0298,94.9722,3.8118,5.2098,2.503,24.99,26.18,10,17.08,20.4,4.37,100.066,0,0,0,0,0,0,5.32,0,0,0,0,1.63,0,0,0,0.3,26.11059,1.861216e-06,4.859745e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.859745e-05,0,0,0,0,0,0
"1698",1698,1697,61962.14,2.0226,25.0332,94.9698,3.8134,5.206,2.5025,24.97,26.1,10,17.08,20.4,4.59,100.066,0,0,0,0,0,0,2.99,0,0,0,0,0.92,0,0,0,0.17,26.10643,1.85159e-06,4.833842e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.833842e-05,0,0,0,0,0,0
"1699",1699,1698,61962.14,2.0175,25.03,94.969,3.8116,5.2002,2.5033,24.95,26.08,10,17.08,20.4,4.34,100.067,0,0,0,0,0,0,1.68,0,0,0,0,0.52,0,0,0,1.22,26.10873,1.863609e-06,4.865648e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.865648e-05,0,0,0,0,0,0
"1700",1700,1699,61962.14,2.0057,25.0325,94.9707,3.8227,5.2113,2.5043,24.93,26.03,10,17.08,20.4,4.34,100.067,0,0,0,0,0,0,0.95,0,0,0,0,0.22,0,0,0,1.64,26.09942,1.853088e-06,4.836452e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.836452e-05,0,0,0,0,0,0
"1701",1701,1700,61962.14,1.9915,25.0356,94.9692,3.8296,5.2115,2.5028,25,26.12,10,17.08,20.4,4.37,100.067,0,0,0,0,0,0,0.53,0,0,0,0,0.16,0,0,0,1.23,26.08591,1.845519e-06,4.814204e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.814204e-05,0,0,0,0,0,0
"1702",1702,1701,61962.14,1.987,25.0473,94.9698,3.8313,5.2092,2.5028,24.96,26.11,10,17.08,20.4,4.34,100.068,0,0,0,0,0,0,0.3,0,0,0,0,0.09,0,0,0,2.19,26.10165,1.850843e-06,4.831006e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.831006e-05,0,0,0,0,0,0
"1703",1703,1702,61962.14,1.9746,25.0404,94.9686,3.8164,5.2119,2.5034,24.97,26.11,10,17.08,20.4,4.34,100.069,0,0,0,0,0,0,0.17,0,0,0,0,0.04,0,0,0,1.23,26.0849,1.848525e-06,4.821859e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.821859e-05,0,0,0,0,0,0
"1704",1704,1703,61962.14,1.9799,25.0455,94.9699,3.823,5.2014,2.5023,24.97,26.09,10,17.08,20.4,4.37,100.07,0,0,0,0,0,0,0.09,0,0,0,0,0.03,0,0,0,2.19,26.08785,1.83864e-06,4.796615e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.796615e-05,0,0,0,0,0,0
"1705",1705,1704,61962.14,1.9551,25.043,94.9744,3.819,5.2082,2.5029,24.99,26.1,10,17.08,20.4,4.34,100.071,0,0,0,0,0,0,0.05,0,0,0,0,0.01,0,0,0,1.23,26.10644,1.830274e-06,4.778196e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.778196e-05,0,0,0,0,0,0
"1706",1706,1705,61962.14,1.9458,25.0423,94.9752,3.82,5.2107,2.5044,24.97,26.07,10,17.08,20.4,4.34,100.071,0,0,0,0,0,0,0.03,0,0,0,0,0.01,0,0,0,0.52,26.11006,1.840104e-06,4.804524e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.804524e-05,0,0,0,0,0,0
"1707",1707,1706,61962.14,1.9374,25.0402,94.9749,3.8193,5.204,2.5039,25.01,26.11,10,17.08,20.4,4.68,100.072,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.39,26.11198,1.850982e-06,4.833282e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.833282e-05,0,0,0,0,0,0
"1708",1708,1707,61962.14,1.9294,25.0371,94.9776,3.8201,5.201,2.5038,24.96,26.13,10,17.08,20.4,4.34,100.072,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.22,26.10027,1.854906e-06,4.841356e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.841356e-05,0,0,0,0,0,0
"1709",1709,1708,61962.14,1.912,25.0417,94.9761,3.8225,5.2076,2.5044,24.94,26.09,10,17.08,20.4,4.59,100.072,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.12,26.09732,1.863712e-06,4.86379e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86379e-05,0,0,0,0,0,0
"1710",1710,1709,61962.14,1.8883,25.0403,94.9725,3.8288,5.2051,2.504,25.04,26.16,10,17.08,20.4,4.34,100.072,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0.07,26.10244,1.870419e-06,4.882251e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.882251e-05,0,0,0,0,0,0
"1711",1711,1710,61962.14,1.8927,25.044,94.972,3.8202,5.2054,2.5035,25.01,26.13,10,17.07,20.4,4.7,100.072,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,0.04,26.11197,1.864774e-06,4.869293e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.869293e-05,0,0,0,0,0,0
"1712",1712,1711,61962.14,1.8824,25.0357,94.9735,3.8187,5.2075,2.5041,24.96,26.03,10,17.07,20.4,4.34,100.072,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0.02,26.1071,1.874783e-06,4.894516e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.894516e-05,0,0,0,0,0,0
"1713",1713,1712,61962.14,1.8549,25.0346,94.9722,3.8248,5.21,2.505,24.95,26.1,10,17.07,20.4,4.73,100.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.01,26.12407,1.888148e-06,4.932611e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.932611e-05,0,0,0,0,0,0
"1714",1714,1713,61962.14,1.8606,25.029,94.976,3.8202,5.2034,2.5042,24.98,26.09,10,17.07,20.4,4.34,100.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,1.13,26.11737,1.887297e-06,4.929124e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.929124e-05,0,0,0,0,0,0
"1715",1715,1714,61962.14,1.847,25.0532,94.9761,3.8158,5.2052,2.5043,25.05,26.16,10,17.07,20.4,4.7,100.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,3.26,26.12788,1.889749e-06,4.937513e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.937513e-05,0,0,0,0,0,0
"1716",1716,1715,61962.14,1.8476,25.0514,94.9755,3.8118,5.2081,2.5034,25.08,26.19,10,17.07,20.4,4.34,100.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,3.33,26.13957,1.896377e-06,4.957047e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.957047e-05,0,0,0,0,0,0
